Total_Price,Unit_Price,District,Area,Furnished,Bedroom,Living_Room,Total_Floors,Detailed_Floor,Facing_South
490,58410,Gulou,83.89,Other,3,1,7,4,0
650,44983,Gulou,144.5,Other,3,2,28,13,0
195,32360,Gulou,60.26,Other,3,1,7,5,0
688,36542,Gulou,188.28,Other,3,2,55,12,1
498,77066,Gulou,64.62,Other,3,1,6,5,1
173,27513,Gulou,62.88,Other,3,1,8,6,0
265,32965,Gulou,80.39,Part Furnished,3,1,7,5,1
334,34490,Gulou,96.84,Other,3,1,7,5,0
885,64322,Gulou,137.59,Other,3,1,33,24,0
200,30363,Gulou,65.87,Other,2,1,7,5,0
828,44791,Gulou,184.86,Fully Furnished,5,2,55,12,0
715,35086,Gulou,203.79,Other,4,2,30,14,0
580,38854,Gulou,149.28,Other,3,2,33,24,0
790,76079,Gulou,103.84,Other,3,2,7,2,1
570,33613,Gulou,169.58,Other,5,2,7,5,0
438,58299,Gulou,75.13,Fully Furnished,3,1,6,5,0
165,21485,Gulou,76.8,Other,2,1,57,12,0
420,61413,Gulou,68.39,Part Furnished,2,1,6,5,1
175,34382,Gulou,50.9,Other,2,1,7,5,0
450,34531,Gulou,130.32,Other,3,2,34,16,1
258,33107,Gulou,77.93,Other,3,1,6,5,0
680,70819,Gulou,96.02,Other,3,2,6,2,1
195,36212,Gulou,53.85,Other,2,1,7,4,1
286,41324,Gulou,69.21,Other,3,1,7,5,0
410,49126,Gulou,83.46,Other,3,1,7,4,1
375,38321,Gulou,97.86,Other,3,1,28,13,0
315,29575,Gulou,106.51,Other,4,1,6,5,0
205,30299,Gulou,67.66,Other,3,1,7,5,1
230,45909,Gulou,50.1,Other,2,1,6,3,0
248,31939,Gulou,77.65,Fully Furnished,3,2,5,2,0
790,76079,Gulou,103.84,Other,3,2,7,2,1
369,72610,Gulou,50.82,Fully Furnished,2,1,7,5,1
578,67714,Gulou,85.36,Other,3,1,4,2,1
588,45315,Gulou,129.76,Fully Furnished,4,2,6,5,0
370,66511,Gulou,55.63,Other,2,1,7,5,0
198,27809,Gulou,71.2,Other,2,1,7,5,0
205,42391,Gulou,48.36,Part Furnished,3,2,18,13,0
938,68154,Gulou,137.63,Other,3,2,33,24,0
142,24957,Gulou,56.9,Other,2,1,6,5,1
315,30072,Gulou,104.75,Other,3,2,7,5,0
198,30996,Gulou,63.88,Other,2,1,6,5,1
420,42224,Gulou,99.47,Other,3,1,11,5,0
460,37932,Gulou,121.27,Other,3,2,28,20,0
439,37744,Gulou,116.31,Other,3,2,31,22,0
420,55191,Gulou,76.1,Other,3,1,7,2,0
150,28474,Gulou,52.68,Other,2,1,7,2,1
630,88496,Gulou,71.19,Other,3,1,6,3,1
599,48032,Gulou,124.71,Other,5,2,7,5,0
260,31333,Gulou,82.98,Not Furnished,3,1,9,5,0
660,49089,Gulou,134.45,Other,3,2,19,9,0
185,27950,Gulou,66.19,Part Furnished,3,1,6,3,0
222,40630,Gulou,54.64,Fully Furnished,2,1,6,5,0
219,36391,Gulou,60.18,Other,2,1,7,2,1
520,58685,Gulou,88.61,Other,3,1,7,5,1
265,30786,Gulou,86.08,Other,3,1,7,5,0
608,40968,Gulou,148.41,Other,3,2,55,39,1
699,41138,Gulou,169.92,Other,4,2,54,38,0
460,58532,Gulou,78.59,Other,3,1,7,4,1
368,43107,Gulou,85.37,Other,3,1,10,5,1
265,32965,Gulou,80.39,Part Furnished,3,1,7,5,1
173,27513,Gulou,62.88,Other,3,1,8,6,0
200,30363,Gulou,65.87,Other,2,1,7,5,0
334,34490,Gulou,96.84,Other,3,1,7,5,0
688,36542,Gulou,188.28,Other,3,2,55,12,1
355,29900,Gulou,118.73,Other,3,2,7,5,1
227,38910,Gulou,58.34,Other,2,1,4,2,1
378,74986,Gulou,50.41,Other,2,1,6,5,1
580,37352,Gulou,155.28,Other,3,2,19,9,0
599,72916,Gulou,82.15,Other,4,1,6,5,0
185,33772,Gulou,54.78,Part Furnished,2,1,6,2,0
157,27443,Gulou,57.21,Other,2,1,8,6,1
548,67051,Gulou,81.73,Other,3,1,12,3,1
568,43369,Gulou,130.97,Other,3,1,7,2,1
255,36518,Gulou,69.83,Other,3,1,4,2,0
428,77034,Gulou,55.56,Other,3,2,6,2,1
159,30910,Gulou,51.44,Other,2,1,6,2,0
210,26412,Gulou,79.51,Other,2,1,6,5,0
560,59010,Gulou,94.9,Other,3,1,7,4,1
159,30910,Gulou,51.44,Other,2,1,6,2,0
395,59000,Gulou,66.95,Other,2,1,6,3,0
930,71254,Gulou,130.52,Other,3,2,31,14,1
238,35865,Gulou,66.36,Other,3,1,5,3,0
450,44023,Gulou,102.22,Other,3,1,7,4,0
157,27443,Gulou,57.21,Other,2,1,8,6,1
548,67051,Gulou,81.73,Other,3,1,12,3,1
179,34996,Gulou,51.15,Other,2,1,6,5,1
365,58748,Gulou,62.13,Part Furnished,2,1,7,5,1
760,53055,Gulou,143.25,Other,3,2,32,15,0
465,67864,Gulou,68.52,Other,2,1,7,5,1
227,38910,Gulou,58.34,Other,2,1,4,2,1
580,37352,Gulou,155.28,Other,3,2,19,9,0
378,74986,Gulou,50.41,Other,2,1,6,5,1
355,29900,Gulou,118.73,Other,3,2,7,5,1
500,42912,Gulou,116.52,Other,5,2,6,5,1
420,50090,Gulou,83.85,Other,3,1,7,5,0
190,24328,Gulou,78.1,Other,3,1,7,4,0
438,45521,Gulou,96.22,Other,3,1,6,3,0
229,38624,Gulou,59.29,Part Furnished,2,1,6,2,1
460,60960,Gulou,75.46,Other,2,1,7,2,0
330,34426,Gulou,95.86,Other,3,1,28,20,1
268,31485,Gulou,85.12,Other,3,1,6,5,1
410,31222,Gulou,131.32,Other,3,2,19,9,0
536,42984,Gulou,124.7,Other,3,2,12,6,0
215,28462,Gulou,75.54,Other,2,1,4,2,0
480,64647,Gulou,74.25,Part Furnished,3,1,5,3,0
365,39286,Gulou,92.91,Other,3,1,6,5,0
450,54342,Gulou,82.81,Fully Furnished,2,2,6,5,1
708,72803,Gulou,97.25,Not Furnished,3,1,11,5,1
1250,48230,Gulou,259.18,Not Furnished,4,1,56,12,0
290,37228,Gulou,77.9,Other,2,1,7,2,0
437,51376,Gulou,85.06,Other,3,1,33,7,1
620,57966,Gulou,106.96,Other,3,2,7,5,1
325,41307,Gulou,78.68,Other,2,2,18,13,1
420,42906,Gulou,97.89,Part Furnished,3,1,7,4,0
485,53734,Gulou,90.26,Other,2,2,6,5,0
406,55480,Gulou,73.18,Other,3,1,7,5,0
750,61130,Gulou,122.69,Other,3,2,51,36,0
405,28143,Gulou,143.91,Other,4,2,6,5,1
549,61867,Gulou,88.74,Other,3,1,6,5,1
680,57540,Gulou,118.18,Fully Furnished,3,2,33,7,0
580,66090,Gulou,87.76,Other,3,1,26,19,1
130,19031,Gulou,68.31,Part Furnished,3,1,7,5,0
415,65027,Gulou,63.82,Part Furnished,3,1,7,4,0
270,51176,Gulou,52.76,Other,2,1,7,2,1
190,36879,Gulou,51.52,Fully Furnished,3,2,7,5,0
299,46639,Gulou,64.11,Other,3,1,7,4,0
185,33772,Gulou,54.78,Part Furnished,2,1,6,2,0
568,43369,Gulou,130.97,Other,3,1,7,2,1
285,35435,Gulou,80.43,Other,3,1,7,5,1
255,36518,Gulou,69.83,Other,3,1,4,2,0
608,54364,Gulou,111.84,Part Furnished,3,1,55,25,0
220,34811,Gulou,63.2,Part Furnished,3,1,6,5,0
488,34554,Gulou,141.23,Other,4,2,7,5,0
295,32199,Gulou,91.62,Fully Furnished,3,1,7,5,0
698,49958,Gulou,139.72,Other,3,2,47,22,0
750,53075,Gulou,141.31,Fully Furnished,3,2,9,7,0
830,50255,Gulou,165.16,Not Furnished,4,2,10,5,0
520,41852,Gulou,124.25,Other,3,2,17,4,1
210,26489,Gulou,79.28,Other,3,2,8,4,0
399,45910,Gulou,86.91,Part Furnished,3,2,7,5,0
399,30726,Gulou,129.86,Part Furnished,3,2,32,15,1
398,24573,Gulou,161.97,Fully Furnished,3,1,9,5,0
735,46001,Gulou,159.78,Other,3,2,55,12,0
700,51612,Gulou,135.63,Other,3,1,26,6,1
260,30184,Gulou,86.14,Other,3,2,6,5,0
290,34810,Gulou,83.31,Other,4,1,7,5,0
385,40565,Gulou,94.91,Other,4,1,7,5,0
640,39686,Gulou,161.27,Other,4,2,7,2,0
580,41587,Gulou,139.47,Other,3,2,32,15,0
365,36039,Gulou,101.28,Part Furnished,3,2,7,4,0
549,61867,Gulou,88.74,Other,3,1,6,5,1
680,57540,Gulou,118.18,Fully Furnished,3,2,33,7,0
580,66090,Gulou,87.76,Other,3,1,26,19,1
536,42984,Gulou,124.7,Other,3,2,12,6,0
215,28462,Gulou,75.54,Other,2,1,4,2,0
480,64647,Gulou,74.25,Part Furnished,3,1,5,3,0
266,37990,Gulou,70.02,Other,3,1,4,2,0
219,30647,Gulou,71.46,Other,3,1,6,5,1
437,51376,Gulou,85.06,Other,3,1,33,7,1
620,57966,Gulou,106.96,Other,3,2,7,5,1
500,42912,Gulou,116.52,Other,5,2,6,5,1
750,61130,Gulou,122.69,Other,3,2,51,36,0
229,38624,Gulou,59.29,Part Furnished,2,1,6,2,1
728,60027,Gulou,121.28,Other,3,2,51,11,0
465,59494,Gulou,78.16,Other,2,1,7,2,1
595,68533,Gulou,86.82,Other,3,2,7,5,0
450,73446,Gulou,61.27,Part Furnished,2,1,7,5,1
580,77957,Gulou,74.4,Other,2,1,7,2,1
580,41587,Gulou,139.47,Other,3,2,32,15,0
925,65548,Gulou,141.12,Other,3,2,32,7,0
399,45910,Gulou,86.91,Part Furnished,3,2,7,5,0
398,24573,Gulou,161.97,Fully Furnished,3,1,9,5,0
352,32846,Gulou,107.17,Part Furnished,3,1,32,15,0
640,39686,Gulou,161.27,Other,4,2,7,2,0
645,59800,Gulou,107.86,Fully Furnished,2,2,32,7,0
620,46463,Gulou,133.44,Other,3,2,55,12,1
520,41852,Gulou,124.25,Other,3,2,17,4,1
660,59316,Gulou,111.27,Other,3,1,9,2,0
210,26489,Gulou,79.28,Other,3,2,8,4,0
399,30726,Gulou,129.86,Part Furnished,3,2,32,15,1
775,52949,Gulou,146.37,Other,3,2,11,8,0
735,53595,Gulou,137.14,Not Furnished,3,2,11,5,0
1260,65350,Gulou,192.81,Other,4,2,47,22,1
698,51009,Gulou,136.84,Part Furnished,3,2,6,2,0
790,52555,Gulou,150.32,Other,3,2,38,8,0
598,70370,Gulou,84.98,Other,3,1,6,2,1
780,61622,Gulou,126.58,Other,3,2,6,3,0
440,59132,Gulou,74.41,Other,3,1,5,2,0
328,43968,Gulou,74.6,Fully Furnished,3,1,6,3,0
630,40593,Gulou,155.2,Not Furnished,3,2,32,23,1
465,65108,Gulou,71.42,Other,2,1,7,4,1
390,38470,Gulou,101.38,Other,4,2,6,2,1
455,34599,Gulou,131.51,Other,4,2,6,3,0
479,69381,Gulou,69.04,Fully Furnished,2,1,26,12,0
611,45415,Gulou,134.54,Fully Furnished,4,2,17,12,1
318,39746,Gulou,80.01,Part Furnished,3,1,6,3,0
160,27147,Gulou,58.94,Not Furnished,2,1,5,3,1
165,26700,Gulou,61.8,Other,2,1,7,5,0
465,72782,Gulou,63.89,Other,2,1,7,2,1
660,76780,Gulou,85.96,Other,3,2,11,3,0
175,26412,Gulou,66.26,Other,3,1,7,4,1
800,56618,Gulou,141.3,Other,3,1,11,3,0
788,62590,Gulou,125.9,Fully Furnished,3,2,56,26,0
208,29800,Gulou,69.8,Part Furnished,3,1,7,4,0
839,60666,Gulou,138.3,Other,3,2,55,39,0
600,66972,Gulou,89.59,Other,3,2,7,2,0
730,59119,Gulou,123.48,Not Furnished,3,2,56,12,0
558,56818,Gulou,98.21,Other,2,2,56,40,1
390,38470,Gulou,101.38,Other,4,2,6,2,1
611,45415,Gulou,134.54,Fully Furnished,4,2,17,12,1
598,70370,Gulou,84.98,Other,3,1,6,2,1
790,52555,Gulou,150.32,Other,3,2,38,8,0
550,79815,Gulou,68.91,Other,3,1,6,5,1
160,27147,Gulou,58.94,Not Furnished,2,1,5,3,1
465,65108,Gulou,71.42,Other,2,1,7,4,1
630,40593,Gulou,155.2,Not Furnished,3,2,32,23,1
355,71703,Gulou,49.51,Other,2,1,6,5,0
399,82353,Gulou,48.45,Other,2,1,7,4,1
145,25083,Gulou,57.81,Other,2,1,6,2,0
420,68260,Gulou,61.53,Other,3,1,22,10,1
388,38808,Gulou,99.98,Other,4,1,7,4,0
398,40596,Gulou,98.04,Part Furnished,3,1,6,2,1
720,55300,Gulou,130.2,Fully Furnished,3,2,11,8,0
465,56153,Gulou,82.81,Other,2,1,6,3,0
228,48949,Gulou,46.58,Fully Furnished,2,1,7,5,0
350,31856,Gulou,109.87,Other,2,2,25,12,0
385,77715,Gulou,49.54,Other,2,1,6,3,0
350,31856,Gulou,109.87,Other,2,2,25,12,0
415,57752,Gulou,71.86,Other,3,1,7,2,0
234,38111,Gulou,61.4,Fully Furnished,2,1,6,3,0
398,51877,Gulou,76.72,Other,3,1,7,4,0
388,51330,Gulou,75.59,Other,3,1,7,4,0
428,57520,Gulou,74.41,Fully Furnished,3,1,5,3,0
599,53607,Gulou,111.74,Other,3,2,7,2,0
180,23829,Gulou,75.54,Not Furnished,3,1,7,4,1
308,40084,Gulou,76.84,Other,3,1,7,4,1
455,43141,Gulou,105.47,Other,3,2,18,4,1
199,27276,Gulou,72.96,Other,3,1,7,5,0
179,32499,Gulou,55.08,Fully Furnished,2,1,7,2,0
560,87926,Gulou,63.69,Part Furnished,3,1,6,2,0
670,63895,Gulou,104.86,Part Furnished,3,1,17,8,1
728,61659,Gulou,118.07,Fully Furnished,3,2,33,24,0
76,17129,Gulou,44.37,Part Furnished,2,1,6,5,0
540,43444,Gulou,124.3,Fully Furnished,3,2,19,14,0
360,61665,Gulou,58.38,Part Furnished,2,1,18,4,0
225,24306,Gulou,92.57,Part Furnished,3,1,7,5,0
195,30598,Gulou,63.73,Other,3,1,7,4,0
298,38215,Gulou,77.98,Other,3,1,7,5,0
425,40581,Gulou,104.73,Fully Furnished,2,2,17,4,0
598,41632,Gulou,143.64,Fully Furnished,3,2,27,13,1
478,59587,Gulou,80.22,Fully Furnished,3,1,21,15,1
450,33391,Gulou,134.77,Other,3,2,11,5,0
399,36832,Gulou,108.33,Part Furnished,3,2,15,11,0
698,60423,Gulou,115.52,Other,3,2,11,5,0
420,39275,Gulou,106.94,Other,4,1,7,2,0
292,45963,Gulou,63.53,Part Furnished,2,1,7,5,1
320,40765,Gulou,78.5,Other,3,2,7,5,0
538,41179,Gulou,130.65,Other,3,2,7,4,0
899,63665,Gulou,141.21,Other,3,2,33,24,0
140,28404,Gulou,49.29,Other,2,1,7,5,0
330,21490,Gulou,153.56,Fully Furnished,4,2,25,6,0
790,43474,Gulou,181.72,Part Furnished,5,2,57,40,1
153,23952,Gulou,63.88,Fully Furnished,2,1,6,2,1
218,26319,Gulou,82.83,Part Furnished,3,1,11,5,0
578,37589,Gulou,153.77,Other,4,2,30,22,0
154,23151,Gulou,66.52,Fully Furnished,2,1,7,4,1
628,55650,Gulou,112.85,Other,3,1,32,23,0
850,61778,Gulou,137.59,Other,3,1,33,24,0
529,43255,Gulou,122.3,Other,3,2,17,4,1
136,26114,Gulou,52.08,Other,2,1,7,4,1
278,33636,Gulou,82.65,Part Furnished,3,2,16,12,0
185,27757,Gulou,66.65,Other,2,1,3,1,1
596,34230,Gulou,174.12,Other,3,2,55,25,0
968,71992,Gulou,134.46,Not Furnished,3,2,32,23,0
240,21692,Gulou,110.64,Part Furnished,4,1,7,4,0
265,34860,Gulou,76.02,Other,3,1,7,5,1
230,33666,Gulou,68.32,Other,3,1,7,5,1
319,66307,Gulou,48.11,Other,2,1,7,2,0
630,70274,Gulou,89.65,Other,2,2,6,3,1
445,36835,Gulou,120.81,Other,3,1,33,24,0
192,24952,Gulou,76.95,Other,2,1,11,3,1
157,28935,Gulou,54.26,Other,2,1,6,3,0
150,23534,Gulou,63.74,Other,2,1,6,3,1
385,40361,Gulou,95.39,Part Furnished,3,1,4,2,1
199,27276,Gulou,72.96,Other,3,1,7,5,0
650,48920,Gulou,132.87,Other,3,2,17,12,0
595,46928,Gulou,126.79,Part Furnished,3,2,7,4,0
145,17993,Gulou,80.59,Other,2,2,7,4,0
680,48770,Gulou,139.43,Fully Furnished,3,2,6,3,1
780,46986,Gulou,166.01,Fully Furnished,3,2,24,17,1
340,67221,Gulou,50.58,Other,2,1,5,4,0
496,44961,Gulou,110.32,Other,3,2,6,2,0
618,41363,Gulou,149.41,Other,3,2,28,20,0
478,54319,Gulou,88,Other,2,2,6,3,0
425,35098,Gulou,121.09,Other,3,2,11,5,1
646,47641,Gulou,135.6,Other,3,2,26,6,1
568,33030,Gulou,171.97,Other,4,2,7,4,0
238,35047,Gulou,67.91,Other,3,1,6,3,1
166,26966,Gulou,61.56,Other,3,1,8,6,0
328,63851,Gulou,51.37,Part Furnished,2,1,7,2,0
370,50259,Gulou,73.62,Other,3,1,6,2,1
97,17117,Gulou,56.67,Part Furnished,2,1,7,5,1
268,32775,Gulou,81.77,Other,3,1,6,5,1
262,37397,Gulou,70.06,Part Furnished,2,1,7,2,1
480,51786,Gulou,92.69,Other,2,2,16,8,0
218,29921,Gulou,72.86,Fully Furnished,3,1,7,5,0
405,62820,Gulou,64.47,Fully Furnished,3,1,7,4,0
172,32756,Gulou,52.51,Fully Furnished,2,1,7,4,1
720,44560,Gulou,161.58,Not Furnished,3,2,11,3,0
295,36751,Gulou,80.27,Other,3,1,7,2,0
345,63443,Gulou,54.38,Fully Furnished,2,1,7,5,1
560,56057,Gulou,99.9,Other,3,2,6,2,0
820,62668,Gulou,130.85,Fully Furnished,3,2,18,4,1
658,41345,Gulou,159.15,Other,3,1,18,4,0
136,27028,Gulou,50.32,Other,2,1,6,5,0
850,62542,Gulou,135.91,Other,3,2,20,5,1
418,48291,Gulou,86.56,Other,3,1,33,24,1
350,37089,Gulou,94.37,Part Furnished,3,2,7,2,1
160,22609,Gulou,70.77,Other,2,1,17,12,0
204,26643,Gulou,76.57,Part Furnished,3,1,7,5,0
299,40642,Gulou,73.57,Other,3,1,8,4,0
320,41222,Gulou,77.63,Other,3,1,7,5,1
180,47072,Gulou,38.24,Part Furnished,3,1,4,1,1
388,62140,Gulou,62.44,Part Furnished,2,1,7,4,0
156,26455,Gulou,58.97,Other,2,1,6,5,1
458,73105,Gulou,62.65,Fully Furnished,2,1,26,6,0
160,29331,Gulou,54.55,Other,2,1,6,5,1
555,55417,Gulou,100.15,Other,2,2,55,25,1
399,77703,Gulou,51.35,Other,2,1,7,5,1
498,63480,Gulou,78.45,Other,3,1,7,4,0
240,38388,Gulou,62.52,Fully Furnished,3,1,7,5,1
175,32408,Gulou,54,Fully Furnished,2,1,6,5,0
418,51478,Gulou,81.2,Other,2,1,30,7,1
480,51937,Gulou,92.42,Other,3,1,7,5,0
390,35754,Gulou,109.08,Other,3,2,7,5,1
250,28889,Gulou,86.54,Other,3,1,7,5,1
220,34349,Gulou,64.05,Other,3,2,18,9,0
850,50115,Gulou,169.61,Other,4,2,25,18,1
1050,74627,Gulou,140.7,Fully Furnished,4,2,30,14,1
580,54707,Gulou,106.02,Part Furnished,3,2,22,16,0
525,67325,Gulou,77.98,Fully Furnished,3,1,5,3,0
385,64609,Gulou,59.59,Fully Furnished,2,1,7,4,0
375,59093,Gulou,63.46,Other,2,1,18,13,1
329,80460,Gulou,40.89,Other,1,1,7,5,0
299,45831,Gulou,65.24,Fully Furnished,2,1,7,4,1
390,34590,Gulou,112.75,Part Furnished,3,1,32,23,1
399,30329,Gulou,131.56,Other,3,1,32,23,0
228,48949,Gulou,46.58,Fully Furnished,2,1,7,5,0
499,54441,Gulou,91.66,Part Furnished,3,1,6,5,0
153,28847,Gulou,53.04,Other,2,1,7,5,1
660,44719,Gulou,147.59,Other,3,2,11,3,0
498,39415,Gulou,126.35,Other,3,2,32,23,1
390,36953,Gulou,105.54,Fully Furnished,3,1,7,5,0
192,24952,Gulou,76.95,Other,2,1,11,3,1
240,21692,Gulou,110.64,Part Furnished,4,1,7,4,0
630,70274,Gulou,89.65,Other,2,2,6,3,1
445,36835,Gulou,120.81,Other,3,1,33,24,0
529,43255,Gulou,122.3,Other,3,2,17,4,1
718,55950,Gulou,128.33,Other,3,2,6,3,0
150,23534,Gulou,63.74,Other,2,1,6,3,1
385,40361,Gulou,95.39,Part Furnished,3,1,4,2,1
157,28935,Gulou,54.26,Other,2,1,6,3,0
538,41179,Gulou,130.65,Other,3,2,7,4,0
650,48920,Gulou,132.87,Other,3,2,17,12,0
596,34230,Gulou,174.12,Other,3,2,55,25,0
136,26114,Gulou,52.08,Other,2,1,7,4,1
278,33636,Gulou,82.65,Part Furnished,3,2,16,12,0
185,27757,Gulou,66.65,Other,2,1,3,1,1
280,33610,Gulou,83.31,Other,3,1,6,3,0
850,61778,Gulou,137.59,Other,3,1,33,24,0
218,26319,Gulou,82.83,Part Furnished,3,1,11,5,0
154,23151,Gulou,66.52,Fully Furnished,2,1,7,4,1
628,55650,Gulou,112.85,Other,3,1,32,23,0
578,37589,Gulou,153.77,Other,4,2,30,22,0
968,71992,Gulou,134.46,Not Furnished,3,2,32,23,0
140,28404,Gulou,49.29,Other,2,1,7,5,0
595,46928,Gulou,126.79,Part Furnished,3,2,7,4,0
418,48291,Gulou,86.56,Other,3,1,33,24,1
350,37089,Gulou,94.37,Part Furnished,3,2,7,2,1
145,17993,Gulou,80.59,Other,2,2,7,4,0
204,26643,Gulou,76.57,Part Furnished,3,1,7,5,0
388,62140,Gulou,62.44,Part Furnished,2,1,7,4,0
238,35047,Gulou,67.91,Other,3,1,6,3,1
328,63851,Gulou,51.37,Part Furnished,2,1,7,2,0
340,67221,Gulou,50.58,Other,2,1,5,4,0
268,32775,Gulou,81.77,Other,3,1,6,5,1
478,54319,Gulou,88,Other,2,2,6,3,0
458,73105,Gulou,62.65,Fully Furnished,2,1,26,6,0
568,33030,Gulou,171.97,Other,4,2,7,4,0
780,46986,Gulou,166.01,Fully Furnished,3,2,24,17,1
260,34746,Gulou,74.83,Part Furnished,3,1,7,4,1
120,15836,Gulou,75.78,Not Furnished,3,1,28,20,0
440,50581,Gulou,86.99,Part Furnished,3,1,7,5,0
680,48770,Gulou,139.43,Fully Furnished,3,2,6,3,1
205,35007,Gulou,58.56,Part Furnished,2,1,7,4,1
618,41363,Gulou,149.41,Other,3,2,28,20,0
850,62542,Gulou,135.91,Other,3,2,20,5,1
390,35754,Gulou,109.08,Other,3,2,7,5,1
250,28889,Gulou,86.54,Other,3,1,7,5,1
320,41222,Gulou,77.63,Other,3,1,7,5,1
496,44961,Gulou,110.32,Other,3,2,6,2,0
328,63913,Gulou,51.32,Other,2,1,7,5,1
429,55563,Gulou,77.21,Other,3,1,6,5,1
245,39568,Gulou,61.92,Other,2,1,6,5,1
160,22609,Gulou,70.77,Other,2,1,17,12,0
160,29331,Gulou,54.55,Other,2,1,6,5,1
555,55417,Gulou,100.15,Other,2,2,55,25,1
120,15836,Gulou,75.78,Not Furnished,3,1,28,20,0
849,68358,Gulou,124.2,Other,3,2,27,6,0
245,39568,Gulou,61.92,Other,2,1,6,5,1
260,34746,Gulou,74.83,Part Furnished,3,1,7,4,1
595,57240,Gulou,103.95,Other,2,1,31,14,1
770,58017,Gulou,132.72,Fully Furnished,3,2,16,8,0
220,32861,Gulou,66.95,Other,3,1,7,5,1
460,58644,Gulou,78.44,Part Furnished,3,1,7,4,0
488,40425,Gulou,120.72,Fully Furnished,2,2,30,22,0
499,35769,Gulou,139.51,Part Furnished,3,2,56,40,1
580,46208,Gulou,125.52,Fully Furnished,3,2,16,8,1
810,60241,Gulou,134.46,Other,3,2,32,7,0
286,33691,Gulou,84.89,Fully Furnished,3,2,6,5,0
340,45601,Gulou,74.56,Other,3,1,7,4,0
149,23152,Gulou,64.36,Other,2,2,7,5,1
141,30039,Gulou,46.94,Other,2,1,6,5,0
189,25813,Gulou,73.22,Part Furnished,2,1,7,4,1
850,60233,Gulou,141.12,Not Furnished,3,2,32,15,1
495,56308,Gulou,87.91,Part Furnished,3,2,7,4,1
260,32456,Gulou,80.11,Part Furnished,3,1,7,5,0
205,38775,Gulou,52.87,Part Furnished,3,1,18,9,0
200,34089,Gulou,58.67,Fully Furnished,2,1,7,2,1
385,59811,Gulou,64.37,Other,2,2,7,5,0
430,41603,Gulou,103.36,Fully Furnished,3,1,15,4,0
333,34739,Gulou,95.86,Part Furnished,3,1,28,20,0
360,46986,Gulou,76.62,Part Furnished,3,1,6,3,0
170,24800,Gulou,68.55,Fully Furnished,3,1,6,2,1
216,22923,Gulou,94.23,Other,3,1,6,3,0
1068,77701,Gulou,137.45,Other,3,2,11,5,0
260,44898,Gulou,57.91,Other,2,1,6,3,0
268,40319,Gulou,66.47,Part Furnished,3,1,6,2,0
216,22923,Gulou,94.23,Other,3,1,6,3,0
1068,77701,Gulou,137.45,Other,3,2,11,5,0
170,24800,Gulou,68.55,Fully Furnished,3,1,6,2,1
440,56295,Gulou,78.16,Other,2,1,7,5,0
359,47575,Gulou,75.46,Part Furnished,2,1,7,5,1
585,41879,Gulou,139.69,Fully Furnished,3,2,54,11,1
480,60204,Gulou,79.73,Part Furnished,3,1,7,4,0
299,28208,Gulou,106,Other,3,2,9,5,1
360,46986,Gulou,76.62,Part Furnished,3,1,6,3,0
430,41603,Gulou,103.36,Fully Furnished,3,1,15,4,0
265,32859,Gulou,80.65,Part Furnished,2,1,6,5,0
385,59811,Gulou,64.37,Other,2,2,7,5,0
333,34739,Gulou,95.86,Part Furnished,3,1,28,20,0
468,59878,Gulou,78.16,Other,2,1,7,4,0
660,56372,Gulou,117.08,Fully Furnished,3,2,11,5,0
690,59622,Gulou,115.73,Other,3,2,6,5,0
312,26581,Gulou,117.38,Part Furnished,2,2,32,15,0
728,52762,Gulou,137.98,Not Furnished,3,1,31,22,0
480,58594,Gulou,81.92,Other,3,1,7,4,0
799,57728,Gulou,138.41,Fully Furnished,3,2,33,7,1
336,89816,Gulou,37.41,Other,2,0,7,2,1
488,37646,Gulou,129.63,Other,3,2,33,7,0
670,55340,Gulou,121.07,Other,3,1,27,13,0
378,28413,Gulou,133.04,Other,4,2,11,5,0
788,58436,Gulou,134.85,Fully Furnished,3,1,18,4,0
590,44929,Gulou,131.32,Other,3,1,23,11,0
888,34031,Gulou,260.94,Other,4,2,52,37,1
540,68398,Gulou,78.95,Other,3,1,5,3,0
650,48865,Gulou,133.02,Other,3,2,11,3,0
508,44901,Gulou,113.14,Fully Furnished,3,2,7,4,0
438,32763,Gulou,133.69,Other,3,1,32,7,1
325,41291,Gulou,78.71,Other,2,2,6,2,0
299,28208,Gulou,106,Other,3,2,9,5,1
268,40319,Gulou,66.47,Part Furnished,3,1,6,2,0
190,31614,Gulou,60.1,Part Furnished,3,1,7,5,1
546,36790,Gulou,148.41,Fully Furnished,3,2,55,12,0
209,31992,Gulou,65.33,Other,3,1,7,4,1
596,42100,Gulou,141.57,Fully Furnished,3,2,57,26,0
399,64543,Gulou,61.82,Other,2,1,22,10,1
365,41729,Gulou,87.47,Part Furnished,3,1,7,4,0
388,52948,Gulou,73.28,Part Furnished,2,2,6,5,0
799,57728,Gulou,138.41,Fully Furnished,3,2,33,7,1
312,26581,Gulou,117.38,Part Furnished,2,2,32,15,0
426,43886,Gulou,97.07,Fully Furnished,3,2,7,2,0
518,48164,Gulou,107.55,Other,3,2,6,2,0
550,77443,Gulou,71.02,Other,3,1,7,2,0
450,47220,Gulou,95.3,Other,3,2,7,5,0
249,30157,Gulou,82.57,Other,3,1,11,8,1
178,24401,Gulou,72.95,Other,3,1,7,5,0
496,36969,Gulou,134.17,Not Furnished,3,2,57,26,0
